film,character,dialogue,cleaned_dialogue,sentiment_score
Pulp Fiction,BUTCH,"Baby-love, from the moment I left you, this has been without a doubt the single weirdest day of my entire life. Climb on an' I'll tell ya about it.","Baby-love, from the moment I left you, this has been without a doubt the single weirdest day of my entire life. Climb on an' I'll tell ya about it.",0.0541
Pulp Fiction,BUTCH,It's a chopper.,It's a chopper.,0.0
Pulp Fiction,BUTCH,Zed's.,Zed's.,0.0
Pulp Fiction,BUTCH,"Zed's dead, baby, Zed's dead.","Zed's dead, baby, Zed's dead.",-0.8625
Pulp Fiction,JULES,"You ever read the Bible, Brett?","You ever read the Bible, Brett?",0.0
Pulp Fiction,JULES,"There's a passage I got memorized, seems appropriate for this situation: Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men...""","There's a passage I got memorized, seems appropriate for this situation: Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men...""",-0.8176
Pulp Fiction,JULES,"""...blessed is he who, in the name of charity and good will, shepherded the weak through the valley of darkness. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you.""","""...blessed is he who, in the name of charity and good will, shepherded the weak through the valley of darkness. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you.""",-0.7269
Pulp Fiction,VINCENT,Friend of yours?,Friend of yours?,0.4939
Pulp Fiction,JULES,"Yeah, Marvin-Vincent-Vincent-Marvin.","Yeah, Marvin-Vincent-Vincent-Marvin.",0.296
Pulp Fiction,VINCENT,Why the fuck didn't you tell us about that guy in the bathroom? Slip your mind?  Forget he was in there with a goddamn hand cannon?,Why the fuck didn't you tell us about that guy in the bathroom? Slip your mind? Forget he was in there with a goddamn hand cannon?,-0.7041
Pulp Fiction,VINCENT,.357.,.357.,0.0
Pulp Fiction,JULES,We should be fuckin' dead!,We should be fuckin' dead!,-0.7082
Pulp Fiction,VINCENT,"Yeah, we were lucky.","Yeah, we were lucky.",0.6124
Pulp Fiction,JULES,That shit wasn't luck. That shit was somethin' else.,That shit wasn't luck. That shit was somethin' else.,-0.4864
Pulp Fiction,VINCENT,"Yeah, maybe.","Yeah, maybe.",0.296
Pulp Fiction,JULES,That was... divine intervention. You know what divine intervention is?,That was... divine intervention. You know what divine intervention is?,0.802
Pulp Fiction,VINCENT,"Yeah, I think so. That means God came down from Heaven and stopped the bullets.","Yeah, I think so. That means God came down from Heaven and stopped the bullets.",0.6908
Pulp Fiction,JULES,"Yeah, man, that's what is means. That's exactly what it means! God came down from Heaven and stopped the bullets.","Yeah, man, that's what is means. That's exactly what it means! God came down from Heaven and stopped the bullets.",0.7177
Pulp Fiction,VINCENT,I think we should be going now.,I think we should be going now.,0.0
Pulp Fiction,JULES,Don't do that! Don't you fuckin' do that!  Don't blow this shit off! What just happened was a fuckin' miracle!,Don't do that! Don't you fuckin' do that! Don't blow this shit off! What just happened was a fuckin' miracle!,-0.3237
Pulp Fiction,VINCENT,"Chill the fuck out, Jules, this shit happens.","Chill the fuck out, Jules, this shit happens.",-0.8294
Pulp Fiction,JULES,"Wrong, wrong, this shit doesn't just happen.","Wrong, wrong, this shit doesn't just happen.",-0.8689
Pulp Fiction,VINCENT,"Do you wanna continue this theological discussion in the car, or at the jailhouse with the cops?","Do you wanna continue this theological discussion in the car, or at the jailhouse with the cops?",0.0
Pulp Fiction,JULES,"We should be fuckin' dead now, my friend!  We just witnessed a miracle, and I want you to fuckin' acknowledge it!","We should be fuckin' dead now, my friend! We just witnessed a miracle, and I want you to fuckin' acknowledge it!",0.5091
Pulp Fiction,VINCENT,"Okay man, it was a miracle, can we leave now?","Okay man, it was a miracle, can we leave now?",0.6705
Pulp Fiction,VINCENT,"...Ever seen that show ""COPS?""  I was watchin' it once and this cop was on it who was talkin' about this time he got into this gun fight with a guy in a hallway. He unloads on this guy and he doesn't hit anything. And these guys were in a hallway. It's a freak, but it happens.","...Ever seen that show ""COPS?"" I was watchin' it once and this cop was on it who was talkin' about this time he got into this gun fight with a guy in a hallway. He unloads on this guy and he doesn't hit anything. And these guys were in a hallway. It's a freak, but it happens.",-0.561
Pulp Fiction,JULES,"If you wanna play blind man, then go walk with a Shepherd. But me, my eyes are wide fuckin' open.","If you wanna play blind man, then go walk with a Shepherd. But me, my eyes are wide fuckin' open.",-0.0387
Pulp Fiction,VINCENT,What the fuck does that mean?,What the fuck does that mean?,-0.5423
Pulp Fiction,JULES,"That's it for me. For here on in, you can consider my ass retired.","That's it for me. For here on in, you can consider my ass retired.",-0.5423
Pulp Fiction,VINCENT,Jesus Christ!,Jesus Christ!,0.0
Pulp Fiction,JULES,Don't blaspheme!,Don't blaspheme!,0.0
Pulp Fiction,VINCENT,"Goddammit, Jules �","Goddammit, Jules �",0.0
Pulp Fiction,JULES,� I said don't do that �,� I said don't do that �,0.0
Pulp Fiction,VINCENT,� you're fuckin' freakin' out!,� you're fuckin' freakin' out!,0.0
Pulp Fiction,JULES,I'm tellin' Marsellus today I'm through.,I'm tellin' Marsellus today I'm through.,0.0
Pulp Fiction,VINCENT,"While you're at it, be sure to tell 'im why.","While you're at it, be sure to tell 'im why.",0.3182
Pulp Fiction,JULES,"Don't worry, I will.","Don't worry, I will.",0.3412
Pulp Fiction,VINCENT,"I'll bet ya ten thousand dollars, he laughs his ass off.","I'll bet ya ten thousand dollars, he laughs his ass off.",-0.0772
Pulp Fiction,JULES,I don't give a damn if he does.,I don't give a damn if he does.,0.3089
Pulp Fiction,VINCENT,"Marvin, what do you make of all this?","Marvin, what do you make of all this?",0.0
Pulp Fiction,VINCENT,"C'mon, Marvin. Do you think God came down from Heaven and stopped the bullets?","C'mon, Marvin. Do you think God came down from Heaven and stopped the bullets?",0.5423
Pulp Fiction,JULES,What the fuck's happening?,What the fuck's happening?,0.0
Pulp Fiction,VINCENT,I just accidentally shot Marvin in the throat.,I just accidentally shot Marvin in the throat.,-0.34
Pulp Fiction,JULES,Why the fuck did you do that?,Why the fuck did you do that?,-0.5423
Pulp Fiction,VINCENT,I didn't mean to do it. I said it was an accident.,I didn't mean to do it. I said it was an accident.,-0.4767
Pulp Fiction,JULES,I've seen a lot of crazy-ass shit in my time �,I've seen a lot of crazy-ass shit in my time �,-0.5574
Pulp Fiction,VINCENT,"� chill out, man, it was an accident, okay? You hit a bump or somethin' and the gun went off.","� chill out, man, it was an accident, okay? You hit a bump or somethin' and the gun went off.",-0.5574
Pulp Fiction,JULES,The car didn't hit no motherfuckin' bump!,The car didn't hit no motherfuckin' bump!,0.2914
Pulp Fiction,VINCENT,"Look! I didn't mean to shoot this son-ofa-bitch, the gun just went off, don't ask me how!","Look! I didn't mean to shoot this son-ofa-bitch, the gun just went off, don't ask me how!",-0.2378
Pulp Fiction,JULES,Look at this mess! We're drivin' around on a city street in broad daylight �,Look at this mess! We're drivin' around on a city street in broad daylight �,-0.4883
Pulp Fiction,VINCENT,"� I know, I know, I wasn't thinkin' about the splatter.","� I know, I know, I wasn't thinkin' about the splatter.",0.0
Pulp Fiction,JULES,"Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood.","Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood.",-0.4574
Pulp Fiction,VINCENT,Can't we just take it to a friendly place?,Can't we just take it to a friendly place?,0.4939
Pulp Fiction,JULES,"This is the Valley, Vincent. Marsellus don't got no friendly places in the Valley.","This is the Valley, Vincent. Marsellus don't got no friendly places in the Valley.",0.297
Pulp Fiction,VINCENT,"Well, don't look at me, this is your town, Jules.","Well, don't look at me, this is your town, Jules.",0.2732
Pulp Fiction,VINCENT,Who ya callin'?,Who ya callin'?,0.0
Pulp Fiction,JULES,A buddy of mine in Toluca Lake.,A buddy of mine in Toluca Lake.,0.0
Pulp Fiction,VINCENT,Where's Toluca Lake.,Where's Toluca Lake.,0.0
Pulp Fiction,JULES,"On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818.","On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818.",-0.7906
Pulp Fiction,JULES,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,0.1263
Pulp Fiction,VINCENT,"If he kicks us out, whadda we do?","If he kicks us out, whadda we do?",0.0
Pulp Fiction,JULES,"Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.","Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.",0.6875
Pulp Fiction,VINCENT,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.,0.353
Pulp Fiction,JULES,"Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.","Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.",-0.2263
Pulp Fiction,VINCENT,"If the price of that favor is I gotta take shit, he can stick his favor straight up his ass.","If the price of that favor is I gotta take shit, he can stick his favor straight up his ass.",-0.2023
Pulp Fiction,JULES,What the fuck did you just do to his towel?,What the fuck did you just do to his towel?,-0.5423
Pulp Fiction,VINCENT,I was just dryin' my hands.,I was just dryin' my hands.,0.0
Pulp Fiction,JULES,You're supposed to wash 'em first.,You're supposed to wash 'em first.,0.0
Pulp Fiction,VINCENT,You watched me wash 'em.,You watched me wash 'em.,0.0
Pulp Fiction,JULES,I watched you get 'em wet.,I watched you get 'em wet.,0.0
Pulp Fiction,VINCENT,"I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job.","I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job.",0.3612
Pulp Fiction,JULES,"I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.","I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.",0.9348
Pulp Fiction,JULES,"Jules, you ask me nice like that, no problem. He's your friend, you handle him.","Jules, you ask me nice like that, no problem. He's your friend, you handle him.",0.8676
Pulp Fiction,JULES,"Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?","Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?",-0.8439
Pulp Fiction,JULES,What?,What?,0.0
Pulp Fiction,JULES,Jimmie �,Jimmie �,0.0
Pulp Fiction,JULES,Why?,Why?,0.0
Pulp Fiction,JULES,Jimmie �,Jimmie �,0.0
Pulp Fiction,JULES,That's all we want. We don't wanna fuck up your shit. We just need to call our people to bring us in.,That's all we want. We don't wanna fuck up your shit. We just need to call our people to bring us in.,-0.1154
Pulp Fiction,JULES,"You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do.","You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do.",-0.1058
Pulp Fiction,JULES,"I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly.""","I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly.""",-0.9048
Pulp Fiction,JULES,You sendin' The Wolf?,You sendin' The Wolf?,0.0
Pulp Fiction,JULES,"Shit Negro, that's all you had to say.","Shit Negro, that's all you had to say.",-0.5574
Pulp Fiction,JULES,"Aside from how it looks, the car's cool.","Aside from how it looks, the car's cool.",0.3182
Pulp Fiction,JULES,"Hey man, as far as I know, the motherfucker's tip-top.","Hey man, as far as I know, the motherfucker's tip-top.",0.0
Pulp Fiction,VINCENT,"I said a ""please"" would be nice.","I said a ""please"" would be nice.",0.6249
Pulp Fiction,JULES,"It ain't that way, Mr. Wolf. Your help is definitely appreciated.","It ain't that way, Mr. Wolf. Your help is definitely appreciated.",0.8271
Pulp Fiction,VINCENT,I don't mean any disrespect. I just don't like people barkin' orders at me.,I don't mean any disrespect. I just don't like people barkin' orders at me.,0.0572
Pulp Fiction,JULES,I will never forgive your ass for this shit. This is some fucked-up repugnant shit!,I will never forgive your ass for this shit. This is some fucked-up repugnant shit!,-0.7548
Pulp Fiction,VINCENT,"Did you ever hear the philosophy that once a man admits he's wrong, he's immediately forgiven for all wrong-doings?","Did you ever hear the philosophy that once a man admits he's wrong, he's immediately forgiven for all wrong-doings?",0.1779
Pulp Fiction,JULES,"Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass.","Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass.",-0.9459
Pulp Fiction,VINCENT,"I got a threshold, Jules. I got a threshold for the abuse I'll take. And you're crossin' it. I'm a race car and you got me in the red. Redline 7000, that's where you are. Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red. It could blow.","I got a threshold, Jules. I got a threshold for the abuse I'll take. And you're crossin' it. I'm a race car and you got me in the red. Redline 7000, that's where you are. Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red. It could blow.",-0.8221
Pulp Fiction,JULES,"You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back?  You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull.","You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back? You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull.",-0.9161
Pulp Fiction,VINCENT,All the way?,All the way?,0.0
Pulp Fiction,JULES,This morning air is some chilly shit.,This morning air is some chilly shit.,-0.5574
Pulp Fiction,VINCENT,Are you sure this is absolutely necessary?,Are you sure this is absolutely necessary?,0.3182
Pulp Fiction,VINCENT,What?,What?,0.0
Pulp Fiction,JULES,"Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away.","Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away.",0.6458
Pulp Fiction,JULES,"Goddamn, that water's fuckin' cold!","Goddamn, that water's fuckin' cold!",-0.5255
Pulp Fiction,JULES,"Ha ha ha. They're your clothes, motherfucker.","Ha ha ha. They're your clothes, motherfucker.",-0.2023
Pulp Fiction,JULES,"Yeah, well, our asses ain't the expert on wearin' dorky shit that your is.","Yeah, well, our asses ain't the expert on wearin' dorky shit that your is.",-0.34
Pulp Fiction,JULES,Don't do shit unless �,Don't do shit unless �,0.4449
Pulp Fiction,JULES,Unless you do it first.,Unless you do it first.,0.0
Pulp Fiction,VINCENT,"I'm cool, Mr. Wolf. My gun just went off, I dunno how.","I'm cool, Mr. Wolf. My gun just went off, I dunno how.",-0.0258
Pulp Fiction,JULES,We cool?,We cool?,0.3182
Pulp Fiction,VINCENT,Redondo Beach.,Redondo Beach.,0.0
Pulp Fiction,JULES,Inglewood.,Inglewood.,0.0
Pulp Fiction,JULES,Mr. Wolf.,Mr. Wolf.,0.0
Pulp Fiction,JULES,I was a pleasure watchin' you work.,I was a pleasure watchin' you work.,0.5719
Pulp Fiction,JULES,Wanna share a cab?,Wanna share a cab?,0.296
Pulp Fiction,VINCENT,You know I could go for some breakfast.  Want to have breakfast with me?,You know I could go for some breakfast. Want to have breakfast with me?,0.0772
Pulp Fiction,JULES,Sure.,Sure.,0.3182
Pulp Fiction,VINCENT,Thanks a bunch.,Thanks a bunch.,0.4404
Pulp Fiction,JULES,"Naw, I don't eat pork.","Naw, I don't eat pork.",0.0
Pulp Fiction,VINCENT,Are you Jewish?,Are you Jewish?,0.0
Pulp Fiction,JULES,"I ain't Jewish man, I just don't dig on swine.","I ain't Jewish man, I just don't dig on swine.",0.0
Pulp Fiction,VINCENT,Why not?,Why not?,0.0
Pulp Fiction,JULES,They're filthy animals. I don't eat filthy animals.,They're filthy animals. I don't eat filthy animals.,0.0
Pulp Fiction,VINCENT,Sausages taste good. Pork chops taste good.,Sausages taste good. Pork chops taste good.,0.7003
Pulp Fiction,JULES,"A sewer rat may taste like pumpkin pie.  I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces.","A sewer rat may taste like pumpkin pie. I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces.",-0.8316
Pulp Fiction,VINCENT,How about dogs? Dogs eat their own feces.,How about dogs? Dogs eat their own feces.,0.0
Pulp Fiction,JULES,I don't eat dog either.,I don't eat dog either.,0.0
Pulp Fiction,VINCENT,"Yes, but do you consider a dog to be a filthy animal?","Yes, but do you consider a dog to be a filthy animal?",0.2144
Pulp Fiction,JULES,"I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And personality goes a long way.","I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And personality goes a long way.",-0.0772
Pulp Fiction,VINCENT,"So by that rationale, if a pig had a better personality, he's cease to be a filthy animal?","So by that rationale, if a pig had a better personality, he's cease to be a filthy animal?",0.4404
Pulp Fiction,JULES,We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.,We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.,0.3612
Pulp Fiction,VINCENT,Good for you. Lighten up a little. You been sittin' there all quiet.,Good for you. Lighten up a little. You been sittin' there all quiet.,0.4404
Pulp Fiction,JULES,I just been sittin' here thinkin'.,I just been sittin' here thinkin'.,0.0
Pulp Fiction,JULES,The miracle we witnessed.,The miracle we witnessed.,0.5859
Pulp Fiction,VINCENT,The miracle you witnessed. I witnessed a freak occurrence.,The miracle you witnessed. I witnessed a freak occurrence.,0.2263
Pulp Fiction,JULES,Do you know that a miracle is?,Do you know that a miracle is?,0.5859
Pulp Fiction,VINCENT,An act of God.,An act of God.,0.2732
Pulp Fiction,JULES,What's an act of God?,What's an act of God?,0.2732
Pulp Fiction,VINCENT,"I guess it's when God makes the impossible possible. And I'm sorry Jules, but I don't think what happened this morning qualifies.","I guess it's when God makes the impossible possible. And I'm sorry Jules, but I don't think what happened this morning qualifies.",0.1027
Pulp Fiction,JULES,"Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved.","Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved.",0.327
Pulp Fiction,VINCENT,But why?,But why?,0.0
Pulp Fiction,JULES,That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.,That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.,0.0
Pulp Fiction,VINCENT,"So you're serious, you're really gonna quit?","So you're serious, you're really gonna quit?",-0.1477
Pulp Fiction,JULES,"The life, most definitely.","The life, most definitely.",0.4576
Pulp Fiction,VINCENT,"So if you're quitting the life, what'll you do?","So if you're quitting the life, what'll you do?",0.0
Pulp Fiction,JULES,"That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth.","That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth.",0.0
Pulp Fiction,VINCENT,"What do you mean, walk the earth?","What do you mean, walk the earth?",0.0
Pulp Fiction,JULES,"You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures.","You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures.",0.5994
Pulp Fiction,VINCENT,How long do you intend to walk the earth?,How long do you intend to walk the earth?,0.0
Pulp Fiction,JULES,Until God puts me where he want me to be.,Until God puts me where he want me to be.,0.34
Pulp Fiction,VINCENT,What if he never does?,What if he never does?,0.0
Pulp Fiction,JULES,"If it takes forever, I'll wait forever.","If it takes forever, I'll wait forever.",0.0
Pulp Fiction,VINCENT,So you decided to be a bum?,So you decided to be a bum?,0.0
Pulp Fiction,JULES,"I'll just be Jules, Vincent � no more, no less.","I'll just be Jules, Vincent � no more, no less.",-0.0049
Pulp Fiction,VINCENT,"No Jules, you're gonna be like those pieces of shit out there who beg for change. They walk around like a bunch of fuckin' zombies, they sleep in garbage bins, they eat what I throw away, and dogs piss on 'em. They got a word for 'em, they're called bums. And without a job, residence, or legal tender, that's what you're gonna be � a fuckin' bum!","No Jules, you're gonna be like those pieces of shit out there who beg for change. They walk around like a bunch of fuckin' zombies, they sleep in garbage bins, they eat what I throw away, and dogs piss on 'em. They got a word for 'em, they're called bums. And without a job, residence, or legal tender, that's what you're gonna be � a fuckin' bum!",-0.5093
Pulp Fiction,JULES,"Look my friend, this is just where me and you differ �","Look my friend, this is just where me and you differ �",0.4939
Pulp Fiction,VINCENT,� what happened was peculiar � no doubt about it � but it wasn't water into wine.,� what happened was peculiar � no doubt about it � but it wasn't water into wine.,0.2156
Pulp Fiction,JULES,"All shapes and sizes, Vince.","All shapes and sizes, Vince.",0.0
Pulp Fiction,VINCENT,Stop fuckin' talkin' like that!,Stop fuckin' talkin' like that!,0.2193
Pulp Fiction,JULES,"If you find my answers frightening, Vincent, you should cease askin' scary questions.","If you find my answers frightening, Vincent, you should cease askin' scary questions.",-0.7506
Pulp Fiction,VINCENT,I gotta take a shit. To be continued.,I gotta take a shit. To be continued.,-0.5574
Pulp Fiction,JULES,My boss' dirty laundry.,My boss' dirty laundry.,-0.4404
Pulp Fiction,JULES,When he wants it clean.,When he wants it clean.,0.4019
Pulp Fiction,JULES,"Funny, I've been thinkin' the same thing.","Funny, I've been thinkin' the same thing.",0.4404
Pulp Fiction,JULES,'Fraid I can't do that.,'Fraid I can't do that.,0.0
Pulp Fiction,JULES,"Yes, you did.","Yes, you did.",0.4019
Pulp Fiction,JULES,"I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me.","I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me.",-0.4767
Pulp Fiction,JULES,"Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!","Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!",-0.5255
Pulp Fiction,JULES,You win.,You win.,0.5859
Pulp Fiction,JULES,"It's all yours, Ringo.","It's all yours, Ringo.",0.0
Pulp Fiction,JULES,Promise her.,Promise her.,0.3182
Pulp Fiction,JULES,Tell her to chill.,Tell her to chill.,0.0
Pulp Fiction,JULES,What's her name?,What's her name?,0.0
Pulp Fiction,JULES,Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?,Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?,0.1531
Pulp Fiction,JULES,"C'mon Yolanda, what's Fonzie like?","C'mon Yolanda, what's Fonzie like?",0.3612
Pulp Fiction,JULES,"Correct-amundo! And that's what we're gonna be, we're gonna be cool.","Correct-amundo! And that's what we're gonna be, we're gonna be cool.",0.3802
Pulp Fiction,JULES,One... two... three.,One... two... three.,0.0
Pulp Fiction,JULES,"Yolanda, I thought you were gonna be cool.  When you yell at me, it makes me nervous.  When I get nervous, I get scared. And when motherfuckers get scared, that's when motherfuckers get accidentally shot.","Yolanda, I thought you were gonna be cool. When you yell at me, it makes me nervous. When I get nervous, I get scared. And when motherfuckers get scared, that's when motherfuckers get accidentally shot.",-0.8442
Pulp Fiction,JULES,That seems to be the situation. Now I don't want that and you don't want that and Ringo here don't want that. So let's see what we can do.,That seems to be the situation. Now I don't want that and you don't want that and Ringo here don't want that. So let's see what we can do.,-0.1695
Pulp Fiction,VINCENT,What the fuck's goin' on here?,What the fuck's goin' on here?,0.0
Pulp Fiction,JULES,"It's cool, Vincent! It's cool! Don't do a goddamn thing. Yolanda, it's cool baby, nothin's changed. We're still just talkin'.","It's cool, Vincent! It's cool! Don't do a goddamn thing. Yolanda, it's cool baby, nothin's changed. We're still just talkin'.",0.8417
Pulp Fiction,JULES,Nothin' I can't handle. I want you to just hang back and don't do shit unless it's absolutely necessary.,Nothin' I can't handle. I want you to just hang back and don't do shit unless it's absolutely necessary.,0.4023
Pulp Fiction,VINCENT,Check.,Check.,0.0
Pulp Fiction,JULES,"Yolanda, how we doin, baby?","Yolanda, how we doin, baby?",0.0
Pulp Fiction,JULES,"Just hang in there, baby, you're doing' great, Ringo's proud of you and so am I.  It's almost over.","Just hang in there, baby, you're doing' great, Ringo's proud of you and so am I. It's almost over.",0.802
Pulp Fiction,JULES,It's the one that says Bad Motherfucker on it.,It's the one that says Bad Motherfucker on it.,-0.8442
Pulp Fiction,JULES,That's my bad motherfucker. Now open it up and take out the cash. How much is there?,That's my bad motherfucker. Now open it up and take out the cash. How much is there?,-0.8442
Pulp Fiction,JULES,"Put it in your pocket, it's yours. Now with the rest of them wallets and the register, that makes this a pretty successful little score.","Put it in your pocket, it's yours. Now with the rest of them wallets and the register, that makes this a pretty successful little score.",0.7906
Pulp Fiction,VINCENT,"Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle.","Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle.",-0.34
Pulp Fiction,JULES,"You ain't gonna do a goddamn thing, now hang back and shut the fuck up. Besides, I ain't givin' it to him. I'm buyin' somethin' for my money. Wanna know what I'm buyin' Ringo?","You ain't gonna do a goddamn thing, now hang back and shut the fuck up. Besides, I ain't givin' it to him. I'm buyin' somethin' for my money. Wanna know what I'm buyin' Ringo?",-0.765
Pulp Fiction,JULES,Your life. I'm givin' you that money so I don't hafta kill your ass. You read the Bible?,Your life. I'm givin' you that money so I don't hafta kill your ass. You read the Bible?,0.0613
