film,character,dialogue,cleaned_dialogue
Pulp Fiction,VINCENT,What the fuck does that mean?,What the fuck does that mean?
Pulp Fiction,JULES,"That's it for me. For here on in, you can consider my ass retired.","That's it for me. For here on in, you can consider my ass retired."
Pulp Fiction,VINCENT,Jesus Christ!,Jesus Christ!
Pulp Fiction,JULES,Don't blaspheme!,Don't blaspheme!
Pulp Fiction,VINCENT,"Goddammit, Jules �","Goddammit, Jules �"
Pulp Fiction,JULES,� I said don't do that �,� I said don't do that �
Pulp Fiction,VINCENT,� you're fuckin' freakin' out!,� you're fuckin' freakin' out!
Pulp Fiction,JULES,I'm tellin' Marsellus today I'm through.,I'm tellin' Marsellus today I'm through.
Pulp Fiction,VINCENT,"While you're at it, be sure to tell 'im why.","While you're at it, be sure to tell 'im why."
Pulp Fiction,JULES,"Don't worry, I will.","Don't worry, I will."
Pulp Fiction,VINCENT,"I'll bet ya ten thousand dollars, he laughs his ass off.","I'll bet ya ten thousand dollars, he laughs his ass off."
Pulp Fiction,JULES,I don't give a damn if he does.,I don't give a damn if he does.
Pulp Fiction,VINCENT,"Marvin, what do you make of all this?","Marvin, what do you make of all this?"
Pulp Fiction,VINCENT,"C'mon, Marvin. Do you think God came down from Heaven and stopped the bullets?","C'mon, Marvin. Do you think God came down from Heaven and stopped the bullets?"
Pulp Fiction,JULES,What the fuck's happening?,What the fuck's happening?
Pulp Fiction,VINCENT,I just accidentally shot Marvin in the throat.,I just accidentally shot Marvin in the throat.
Pulp Fiction,JULES,Why the fuck did you do that?,Why the fuck did you do that?
Pulp Fiction,VINCENT,I didn't mean to do it. I said it was an accident.,I didn't mean to do it. I said it was an accident.
Pulp Fiction,JULES,I've seen a lot of crazy-ass shit in my time �,I've seen a lot of crazy-ass shit in my time �
Pulp Fiction,VINCENT,"� chill out, man, it was an accident, okay? You hit a bump or somethin' and the gun went off.","� chill out, man, it was an accident, okay? You hit a bump or somethin' and the gun went off."
Pulp Fiction,JULES,The car didn't hit no motherfuckin' bump!,The car didn't hit no motherfuckin' bump!
Pulp Fiction,VINCENT,"Look! I didn't mean to shoot this son-ofa-bitch, the gun just went off, don't ask me how!","Look! I didn't mean to shoot this son-ofa-bitch, the gun just went off, don't ask me how!"
Pulp Fiction,JULES,Look at this mess! We're drivin' around on a city street in broad daylight �,Look at this mess! We're drivin' around on a city street in broad daylight �
Pulp Fiction,VINCENT,"� I know, I know, I wasn't thinkin' about the splatter.","� I know, I know, I wasn't thinkin' about the splatter."
Pulp Fiction,JULES,"Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood.","Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood."
Pulp Fiction,VINCENT,Can't we just take it to a friendly place?,Can't we just take it to a friendly place?
Pulp Fiction,JULES,"This is the Valley, Vincent. Marsellus don't got no friendly places in the Valley.","This is the Valley, Vincent. Marsellus don't got no friendly places in the Valley."
Pulp Fiction,VINCENT,"Well, don't look at me, this is your town, Jules.","Well, don't look at me, this is your town, Jules."
Pulp Fiction,VINCENT,Who ya callin'?,Who ya callin'?
Pulp Fiction,JULES,A buddy of mine in Toluca Lake.,A buddy of mine in Toluca Lake.
Pulp Fiction,VINCENT,Where's Toluca Lake.,Where's Toluca Lake.
Pulp Fiction,JULES,"On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818.","On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818."
Pulp Fiction,JULES,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.
Pulp Fiction,VINCENT,"If he kicks us out, whadda we do?","If he kicks us out, whadda we do?"
Pulp Fiction,JULES,"Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.","Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what."
Pulp Fiction,VINCENT,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.
Pulp Fiction,JULES,"Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.","Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor."
Pulp Fiction,VINCENT,"If the price of that favor is I gotta take shit, he can stick his favor straight up his ass.","If the price of that favor is I gotta take shit, he can stick his favor straight up his ass."
Pulp Fiction,JULES,What the fuck did you just do to his towel?,What the fuck did you just do to his towel?
Pulp Fiction,VINCENT,I was just dryin' my hands.,I was just dryin' my hands.
Pulp Fiction,JULES,You're supposed to wash 'em first.,You're supposed to wash 'em first.
Pulp Fiction,VINCENT,You watched me wash 'em.,You watched me wash 'em.
Pulp Fiction,JULES,I watched you get 'em wet.,I watched you get 'em wet.
Pulp Fiction,VINCENT,"I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job.","I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job."
Pulp Fiction,JULES,"I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.","I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position."
Pulp Fiction,JULES,"Jules, you ask me nice like that, no problem. He's your friend, you handle him.","Jules, you ask me nice like that, no problem. He's your friend, you handle him."
Pulp Fiction,JULES,"Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?","Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?"
Pulp Fiction,JULES,What?,What?
Pulp Fiction,JULES,Jimmie �,Jimmie �
Pulp Fiction,JULES,Why?,Why?
Pulp Fiction,JULES,Jimmie �,Jimmie �
Pulp Fiction,JULES,That's all we want. We don't wanna fuck up your shit. We just need to call our people to bring us in.,That's all we want. We don't wanna fuck up your shit. We just need to call our people to bring us in.
Pulp Fiction,JULES,"You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do.","You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do."
Pulp Fiction,JULES,"I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly.""","I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly."""
Pulp Fiction,JULES,You sendin' The Wolf?,You sendin' The Wolf?
Pulp Fiction,JULES,"Shit Negro, that's all you had to say.","Shit Negro, that's all you had to say."
Pulp Fiction,JULES,"Aside from how it looks, the car's cool.","Aside from how it looks, the car's cool."
Pulp Fiction,JULES,"Hey man, as far as I know, the motherfucker's tip-top.","Hey man, as far as I know, the motherfucker's tip-top."
Pulp Fiction,VINCENT,"I said a ""please"" would be nice.","I said a ""please"" would be nice."
Pulp Fiction,JULES,"It ain't that way, Mr. Wolf. Your help is definitely appreciated.","It ain't that way, Mr. Wolf. Your help is definitely appreciated."
Pulp Fiction,VINCENT,I don't mean any disrespect. I just don't like people barkin' orders at me.,I don't mean any disrespect. I just don't like people barkin' orders at me.
Pulp Fiction,JULES,I will never forgive your ass for this shit. This is some fucked-up repugnant shit!,I will never forgive your ass for this shit. This is some fucked-up repugnant shit!
Pulp Fiction,VINCENT,"Did you ever hear the philosophy that once a man admits he's wrong, he's immediately forgiven for all wrong-doings?","Did you ever hear the philosophy that once a man admits he's wrong, he's immediately forgiven for all wrong-doings?"
Pulp Fiction,JULES,"Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass.","Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass."
Pulp Fiction,VINCENT,"I got a threshold, Jules. I got a threshold for the abuse I'll take. And you're crossin' it. I'm a race car and you got me in the red. Redline 7000, that's where you are. Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red. It could blow.","I got a threshold, Jules. I got a threshold for the abuse I'll take. And you're crossin' it. I'm a race car and you got me in the red. Redline 7000, that's where you are. Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red. It could blow."
Pulp Fiction,JULES,"You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back?  You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull.","You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back? You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull."
Pulp Fiction,VINCENT,All the way?,All the way?
Pulp Fiction,JULES,This morning air is some chilly shit.,This morning air is some chilly shit.
Pulp Fiction,VINCENT,Are you sure this is absolutely necessary?,Are you sure this is absolutely necessary?
Pulp Fiction,VINCENT,What?,What?
Pulp Fiction,JULES,"Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away.","Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away."
Pulp Fiction,JULES,"Goddamn, that water's fuckin' cold!","Goddamn, that water's fuckin' cold!"
Pulp Fiction,JULES,"Ha ha ha. They're your clothes, motherfucker.","Ha ha ha. They're your clothes, motherfucker."
Pulp Fiction,JULES,"Yeah, well, our asses ain't the expert on wearin' dorky shit that your is.","Yeah, well, our asses ain't the expert on wearin' dorky shit that your is."
Pulp Fiction,JULES,Don't do shit unless �,Don't do shit unless �
Pulp Fiction,JULES,Unless you do it first.,Unless you do it first.
Pulp Fiction,VINCENT,"I'm cool, Mr. Wolf. My gun just went off, I dunno how.","I'm cool, Mr. Wolf. My gun just went off, I dunno how."
Pulp Fiction,JULES,We cool?,We cool?
Pulp Fiction,VINCENT,Redondo Beach.,Redondo Beach.
Pulp Fiction,JULES,Inglewood.,Inglewood.
Pulp Fiction,JULES,Mr. Wolf.,Mr. Wolf.
Pulp Fiction,JULES,I was a pleasure watchin' you work.,I was a pleasure watchin' you work.
Pulp Fiction,JULES,Wanna share a cab?,Wanna share a cab?
Pulp Fiction,VINCENT,You know I could go for some breakfast.  Want to have breakfast with me?,You know I could go for some breakfast. Want to have breakfast with me?
Pulp Fiction,JULES,Sure.,Sure.
Pulp Fiction,VINCENT,Thanks a bunch.,Thanks a bunch.
Pulp Fiction,JULES,"Naw, I don't eat pork.","Naw, I don't eat pork."
Pulp Fiction,VINCENT,Are you Jewish?,Are you Jewish?
Pulp Fiction,JULES,"I ain't Jewish man, I just don't dig on swine.","I ain't Jewish man, I just don't dig on swine."
Pulp Fiction,VINCENT,Why not?,Why not?
Pulp Fiction,JULES,They're filthy animals. I don't eat filthy animals.,They're filthy animals. I don't eat filthy animals.
Pulp Fiction,VINCENT,Sausages taste good. Pork chops taste good.,Sausages taste good. Pork chops taste good.
Pulp Fiction,JULES,"A sewer rat may taste like pumpkin pie.  I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces.","A sewer rat may taste like pumpkin pie. I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces."
Pulp Fiction,VINCENT,How about dogs? Dogs eat their own feces.,How about dogs? Dogs eat their own feces.
Pulp Fiction,JULES,I don't eat dog either.,I don't eat dog either.
Pulp Fiction,VINCENT,"Yes, but do you consider a dog to be a filthy animal?","Yes, but do you consider a dog to be a filthy animal?"
Pulp Fiction,JULES,"I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And personality goes a long way.","I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And personality goes a long way."
Pulp Fiction,VINCENT,"So by that rationale, if a pig had a better personality, he's cease to be a filthy animal?","So by that rationale, if a pig had a better personality, he's cease to be a filthy animal?"
Pulp Fiction,JULES,We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.,We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.
Pulp Fiction,VINCENT,Good for you. Lighten up a little. You been sittin' there all quiet.,Good for you. Lighten up a little. You been sittin' there all quiet.
Pulp Fiction,JULES,I just been sittin' here thinkin'.,I just been sittin' here thinkin'.
Pulp Fiction,JULES,The miracle we witnessed.,The miracle we witnessed.
Pulp Fiction,VINCENT,The miracle you witnessed. I witnessed a freak occurrence.,The miracle you witnessed. I witnessed a freak occurrence.
Pulp Fiction,JULES,Do you know that a miracle is?,Do you know that a miracle is?
Pulp Fiction,VINCENT,An act of God.,An act of God.
Pulp Fiction,JULES,What's an act of God?,What's an act of God?
Pulp Fiction,VINCENT,"I guess it's when God makes the impossible possible. And I'm sorry Jules, but I don't think what happened this morning qualifies.","I guess it's when God makes the impossible possible. And I'm sorry Jules, but I don't think what happened this morning qualifies."
Pulp Fiction,JULES,"Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved.","Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved."
Pulp Fiction,VINCENT,But why?,But why?
Pulp Fiction,JULES,That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.,That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.
Pulp Fiction,VINCENT,"So you're serious, you're really gonna quit?","So you're serious, you're really gonna quit?"
Pulp Fiction,JULES,"The life, most definitely.","The life, most definitely."
Pulp Fiction,VINCENT,"So if you're quitting the life, what'll you do?","So if you're quitting the life, what'll you do?"
Pulp Fiction,JULES,"That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth.","That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth."
Pulp Fiction,VINCENT,"What do you mean, walk the earth?","What do you mean, walk the earth?"
Pulp Fiction,JULES,"You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures.","You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures."
Pulp Fiction,VINCENT,How long do you intend to walk the earth?,How long do you intend to walk the earth?
Pulp Fiction,JULES,Until God puts me where he want me to be.,Until God puts me where he want me to be.
Pulp Fiction,VINCENT,What if he never does?,What if he never does?
Pulp Fiction,JULES,"If it takes forever, I'll wait forever.","If it takes forever, I'll wait forever."
Pulp Fiction,VINCENT,So you decided to be a bum?,So you decided to be a bum?
Pulp Fiction,JULES,"I'll just be Jules, Vincent � no more, no less.","I'll just be Jules, Vincent � no more, no less."
Pulp Fiction,VINCENT,"No Jules, you're gonna be like those pieces of shit out there who beg for change. They walk around like a bunch of fuckin' zombies, they sleep in garbage bins, they eat what I throw away, and dogs piss on 'em. They got a word for 'em, they're called bums. And without a job, residence, or legal tender, that's what you're gonna be � a fuckin' bum!","No Jules, you're gonna be like those pieces of shit out there who beg for change. They walk around like a bunch of fuckin' zombies, they sleep in garbage bins, they eat what I throw away, and dogs piss on 'em. They got a word for 'em, they're called bums. And without a job, residence, or legal tender, that's what you're gonna be � a fuckin' bum!"
Pulp Fiction,JULES,"Look my friend, this is just where me and you differ �","Look my friend, this is just where me and you differ �"
Pulp Fiction,VINCENT,� what happened was peculiar � no doubt about it � but it wasn't water into wine.,� what happened was peculiar � no doubt about it � but it wasn't water into wine.
Pulp Fiction,JULES,"All shapes and sizes, Vince.","All shapes and sizes, Vince."
Pulp Fiction,VINCENT,Stop fuckin' talkin' like that!,Stop fuckin' talkin' like that!
Pulp Fiction,JULES,"If you find my answers frightening, Vincent, you should cease askin' scary questions.","If you find my answers frightening, Vincent, you should cease askin' scary questions."
Pulp Fiction,VINCENT,I gotta take a shit. To be continued.,I gotta take a shit. To be continued.
Pulp Fiction,JULES,My boss' dirty laundry.,My boss' dirty laundry.
Pulp Fiction,JULES,When he wants it clean.,When he wants it clean.
Pulp Fiction,JULES,"Funny, I've been thinkin' the same thing.","Funny, I've been thinkin' the same thing."
Pulp Fiction,JULES,'Fraid I can't do that.,'Fraid I can't do that.
Pulp Fiction,JULES,"Yes, you did.","Yes, you did."
Pulp Fiction,JULES,"I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me.","I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me."
Pulp Fiction,JULES,"Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!","Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!"
Pulp Fiction,JULES,You win.,You win.
Pulp Fiction,JULES,"It's all yours, Ringo.","It's all yours, Ringo."
Pulp Fiction,JULES,Promise her.,Promise her.
Pulp Fiction,JULES,Tell her to chill.,Tell her to chill.
Pulp Fiction,JULES,What's her name?,What's her name?
Pulp Fiction,JULES,Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?,Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?
Pulp Fiction,JULES,"C'mon Yolanda, what's Fonzie like?","C'mon Yolanda, what's Fonzie like?"
Pulp Fiction,JULES,"Correct-amundo! And that's what we're gonna be, we're gonna be cool.","Correct-amundo! And that's what we're gonna be, we're gonna be cool."
Pulp Fiction,JULES,One... two... three.,One... two... three.
Pulp Fiction,JULES,"Yolanda, I thought you were gonna be cool.  When you yell at me, it makes me nervous.  When I get nervous, I get scared. And when motherfuckers get scared, that's when motherfuckers get accidentally shot.","Yolanda, I thought you were gonna be cool. When you yell at me, it makes me nervous. When I get nervous, I get scared. And when motherfuckers get scared, that's when motherfuckers get accidentally shot."
Pulp Fiction,JULES,That seems to be the situation. Now I don't want that and you don't want that and Ringo here don't want that. So let's see what we can do.,That seems to be the situation. Now I don't want that and you don't want that and Ringo here don't want that. So let's see what we can do.
Pulp Fiction,VINCENT,What the fuck's goin' on here?,What the fuck's goin' on here?
Pulp Fiction,JULES,"It's cool, Vincent! It's cool! Don't do a goddamn thing. Yolanda, it's cool baby, nothin's changed. We're still just talkin'.","It's cool, Vincent! It's cool! Don't do a goddamn thing. Yolanda, it's cool baby, nothin's changed. We're still just talkin'."
Pulp Fiction,JULES,Nothin' I can't handle. I want you to just hang back and don't do shit unless it's absolutely necessary.,Nothin' I can't handle. I want you to just hang back and don't do shit unless it's absolutely necessary.
Pulp Fiction,VINCENT,Check.,Check.
Pulp Fiction,JULES,"Yolanda, how we doin, baby?","Yolanda, how we doin, baby?"
Pulp Fiction,JULES,"Just hang in there, baby, you're doing' great, Ringo's proud of you and so am I.  It's almost over.","Just hang in there, baby, you're doing' great, Ringo's proud of you and so am I. It's almost over."
Pulp Fiction,JULES,It's the one that says Bad Motherfucker on it.,It's the one that says Bad Motherfucker on it.
Pulp Fiction,JULES,That's my bad motherfucker. Now open it up and take out the cash. How much is there?,That's my bad motherfucker. Now open it up and take out the cash. How much is there?
Pulp Fiction,JULES,"Put it in your pocket, it's yours. Now with the rest of them wallets and the register, that makes this a pretty successful little score.","Put it in your pocket, it's yours. Now with the rest of them wallets and the register, that makes this a pretty successful little score."
Pulp Fiction,VINCENT,"Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle.","Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle."
Pulp Fiction,JULES,"You ain't gonna do a goddamn thing, now hang back and shut the fuck up. Besides, I ain't givin' it to him. I'm buyin' somethin' for my money. Wanna know what I'm buyin' Ringo?","You ain't gonna do a goddamn thing, now hang back and shut the fuck up. Besides, I ain't givin' it to him. I'm buyin' somethin' for my money. Wanna know what I'm buyin' Ringo?"
Pulp Fiction,JULES,Your life. I'm givin' you that money so I don't hafta kill your ass. You read the Bible?,Your life. I'm givin' you that money so I don't hafta kill your ass. You read the Bible?
Pulp Fiction,JULES,"There's a passage I got memorized. Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men.  Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you."" I been sayin' that shit for years.  And if you ever heard it, it meant your ass. I never really questioned what it meant. I thought it was just a coldblooded thing to say to a motherfucker 'fore you popped a cap in his ass. But I saw some shit this mornin' made me think twice. Now I'm thinkin', it could mean you're the evil man. And I'm the righteous man.  And Mr. .45 here, he's the shepherd protecting my righteous ass in the valley of darkness. Or is could by you're the righteous man and I'm the shepherd and it's the world that's evil and selfish.  I'd like that. But that shit ain't the truth. The truth is you're the weak. And I'm the tyranny of evil men. But I'm tryin'. I'm tryin' real hard to be a shepherd.","There's a passage I got memorized. Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men. Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you."" I been sayin' that shit for years. And if you ever heard it, it meant your ass. I never really questioned what it meant. I thought it was just a coldblooded thing to say to a motherfucker 'fore you popped a cap in his ass. But I saw some shit this mornin' made me think twice. Now I'm thinkin', it could mean you're the evil man. And I'm the righteous man. And Mr. .45 here, he's the shepherd protecting my righteous ass in the valley of darkness. Or is could by you're the righteous man and I'm the shepherd and it's the world that's evil and selfish. I'd like that. But that shit ain't the truth. The truth is you're the weak. And I'm the tyranny of evil men. But I'm tryin'. I'm tryin' real hard to be a shepherd."
Pulp Fiction,VINCENT,I think we oughta leave now.,I think we oughta leave now.
Pulp Fiction,JULES,That's probably a good idea.,That's probably a good idea.
Goodfellas,TOMMY,Don't go busting my balls. Okay?,Don't go busting my balls. Okay?
Goodfellas,TOMMY,I don't give a shit. That guy's got no right.,I don't give a shit. That guy's got no right.
Goodfellas,HENRY,Tommy. He. doesn't mean anything. Forget about it.,Tommy. He. doesn't mean anything. Forget about it.
Goodfellas,HENRY,Tommy.  Come on. Relax.,Tommy. Come on. Relax.
Goodfellas,JIMMY,A guy gets half a load on.  He mouths off.,A guy gets half a load on. He mouths off.
Goodfellas,HENRY,What are we going to do with him? We can't dump him in the street.,What are we going to do with him? We can't dump him in the street.
Goodfellas,TOMMY,I didn't want to get blood on your floor.,I didn't want to get blood on your floor.
Goodfellas,HENRY,Batts's made. His whole crew is going to be looking for him. This is fucking bad.,Batts's made. His whole crew is going to be looking for him. This is fucking bad.
Goodfellas,TOMMY,There's a shovel at my mother's.,There's a shovel at my mother's.
Goodfellas,TOMMY,SSHHH. You'll wake 'er up.,SSHHH. You'll wake 'er up.
Goodfellas,TOMMY,Jesus Christ! Miserable bastard!,Jesus Christ! Miserable bastard!
Goodfellas,TOMMY,Rat bastard.,Rat bastard.
Goodfellas,HENRY,"As far back as I can remember, I always wanted to be a gangster.","As far back as I can remember, I always wanted to be a gangster."
Goodfellas,HENRY,"To me, being a gangster was better than being President of the United States.","To me, being a gangster was better than being President of the United States."
Goodfellas,HENRY,"Even before I first wandered into the cabstand for an after-school job, I knew I wanted to be a part of them. It was there I belonged.","Even before I first wandered into the cabstand for an after-school job, I knew I wanted to be a part of them. It was there I belonged."
Goodfellas,HENRY,To me it meant being somebody in a neighborhood full of nobodies.,To me it meant being somebody in a neighborhood full of nobodies.
Goodfellas,HENRY,"They weren't like anyone else. They did whatever they wanted. They'd double-park in front of the hydrant and nobody ever gave them a ticket.  In the summer when they played cards all night, nobody ever called the cops.","They weren't like anyone else. They did whatever they wanted. They'd double-park in front of the hydrant and nobody ever gave them a ticket. In the summer when they played cards all night, nobody ever called the cops."
Goodfellas,HENRY,"Tuddy Vario ran the cabstand and a pizzeria and a few other places for his brother, Paul, who was the boss over everybody in the neighborhood.","Tuddy Vario ran the cabstand and a pizzeria and a few other places for his brother, Paul, who was the boss over everybody in the neighborhood."
Goodfellas,HENRY,"Paulie might have moved slow, but it was only because he didn't have to move for anybody.","Paulie might have moved slow, but it was only because he didn't have to move for anybody."
Goodfellas,HENRY,"At first, my parents loved that I found a job across the street. My father, who was Irish, was sent to work at the age of eleven, and he liked that I got myself a job. He always said American kids were spoiled lazy.","At first, my parents loved that I found a job across the street. My father, who was Irish, was sent to work at the age of eleven, and he liked that I got myself a job. He always said American kids were spoiled lazy."
Goodfellas,HENRY,"And my mother was happy after she found out that the Varios came from the same part of Sicily as she did. To my mother, it was the answer to her prayers.","And my mother was happy after she found out that the Varios came from the same part of Sicily as she did. To my mother, it was the answer to her prayers."
Goodfellas,HENRY,I was the luckiest kid in the world.,I was the luckiest kid in the world.
Goodfellas,HENRY,I could go anywhere.,I could go anywhere.
Goodfellas,HENRY,I could do anything.,I could do anything.
Goodfellas,HENRY,I knew everybody and everybody knew me.,I knew everybody and everybody knew me.
Goodfellas,HENRY,"But it wasn't too long before my parents changed their minds. For them, the cabstand was supposed to be a part-tie job, but  for me, it was full-time.","But it wasn't too long before my parents changed their minds. For them, the cabstand was supposed to be a part-tie job, but for me, it was full-time."
Goodfellas,HENRY,"People like my father could never understand, but I was a part of something. I belonged.  I was treated like a grown-up. Every day I was learning to score.","People like my father could never understand, but I was a part of something. I belonged. I was treated like a grown-up. Every day I was learning to score."
